class,tweet,toxic_words_found
0,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes","['nigga', 'niggas']"
0,Can't stand bitch ass niggas.,"['bitch', 'nigga', 'niggas']"
0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage","['fuck', 'fag', 'faggot']"
0,Can't stand that faggot.,"['fag', 'faggot']"
0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",['trash']
0,"Chasing these hoes, better get cash nigga",['nigga']
0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,"['fag', 'faggot']"
0,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",['bitch']
0,Chris Bosh bout to disgrace the trophy like a real faggot smh,"['fag', 'faggot']"
0,Clan of retards...,['retard']
0,Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,"['nigger', 'niggers']"
0,Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,['fag']
0,Cute ass niggah. http://t.co/h0SQoPTYfX,['nigga']
0,"Dad just yelled out ""in bout to fry some chicken like a nigger""",['nigger']
0,Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,['nigger']
0,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,"['fag', 'faggot']"
0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",['nigga']
0,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.",['retard']
0,Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,"['fuck', 'fucking', 'bitch', 'nigga']"
0,Devin Hester's a bitch,['bitch']
0,Don't mind black people.....hate niggers!,"['nigger', 'niggers', 'hate']"
0,Dumb bitch https://t.co/We46wO15nI,"['bitch', 'dumb']"
0,Dyke bitches kill me thinkin they really got hoes lol,"['bitch', 'bitches', 'kill']"
0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,"['bitch', 'bitches', 'nigga', 'niggas']"
0,Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,"['fuck', 'kill']"
0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt","['bitch', 'cunt']"
0,Elizabeth is a.stupid hoe.,['stupid']
0,Every gook in #LosAngeles should be deported or killed.,['kill']
0,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,['scum']
0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,['kill']
0,"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah",['nigga']
0,Faggot ass bitch nigga,"['bitch', 'nigga', 'fag', 'faggot']"
0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",['hate']
0,Fat fucking funky nasty ass hoes,"['fuck', 'fucking']"
0,Feminist aka a bitch.,['bitch']
0,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,"['bitch', 'bitches']"
0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something","['fuck', 'fag', 'faggot']"
0,For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,"['nigga', 'dumb']"
0,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,"['bitch', 'nigga', 'niggas']"
0,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!","['nigger', 'niggers', 'hate']"
0,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,"['fuck', 'die']"
0,Fuck Ur god until dat faggot strikes me down,"['fuck', 'fag', 'faggot']"
0,Fuck a lame nigga than you a lame bitch,"['fuck', 'bitch', 'nigga']"
0,Fuck ass redskin corners,['fuck']
0,Fuck boi fag,"['fuck', 'fag']"
0,Fuck her pussy fuck her mouth fuck her ass cause she nasty,"['fuck', 'pussy']"
0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,"['fuck', 'fucked', 'nigga', 'niggas']"
0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,"['fuck', 'shit', 'nigga', 'pussy']"
0,"Fuck that niggah he so weak, he cant tell that you a freak","['fuck', 'nigga']"
0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,"['fuck', 'bitch', 'nigga', 'niggas']"
0,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""","['fuck', 'fag', 'faggot']"
0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,"['fuck', 'bitch', 'nigger', 'dick', 'die', 'stupid']"
0,Fuck you ghetto ass coons,['fuck']
0,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin","['fuck', 'fag', 'faggot']"
0,"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA","['fuck', 'fucking', 'fag', 'faggot']"
0,Fucking gook,"['fuck', 'fucking']"
0,Fucking hate my coon ahh uncle,"['fuck', 'fucking', 'hate']"
0,Fucking redneck queers and their game invites,"['fuck', 'fucking']"
0,Fucking with these hoes nigga don't be no dumby,"['fuck', 'fucking', 'nigga', 'dumb']"
0,"Fuckkkkk!!! My nig a g tho, he gonna come back",['fuck']
0,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard","['fuck', 'nigger', 'niggers']"
0,Gabby's a bitch and has two accounts,['bitch']
0,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",['nigger']
0,Gay ass nigga &#128514;&#128514; bitch you thought you thought,"['bitch', 'nigga']"
0,George michael such a fag,['fag']
0,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable","['fuck', 'cunt']"
0,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,['trash']
0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,['kill']
0,Good Mernin faggots http://t.co/3ZPTPqFkTl,"['fag', 'faggot']"
0,Good Morning to lightskin dyke bitches with Steven Segal ponytails.,"['bitch', 'bitches']"
0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",['stupid']
0,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,"['fuck', 'retard']"
0,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,['nigga']
0,Happy first day of college nigger @MorbidMermaid,['nigger']
0,Hate this dyke,['hate']
0,"He ain't shit girl, &#128175;he a bitch made nigga !","['shit', 'bitch', 'nigga']"
0,Heard that bitch gtta thang for them boss niggas,"['bitch', 'nigga', 'niggas']"
0,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",['nigger']
0,Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,"['fuck', 'fucking', 'nigger', 'death']"
0,"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?","['bitch', 'stupid']"
0,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,['nigger']
0,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",['nigga']
0,Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,"['bitch', 'bitches']"
0,Hood niggas and bitches love emojis lmfao,"['bitch', 'bitches', 'nigga', 'niggas']"
0,I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,"['nigger', 'niggers']"
0,I already know you trash if being tatted is on the list of things you want in a nigga..,"['nigga', 'trash']"
0,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer","['fag', 'faggot']"
0,I be waking up on some new shit like fuck that bitch shit,"['fuck', 'shit', 'bitch']"
0,I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj,"['fuck', 'fucking', 'fag', 'faggot', 'kill']"
0,I can't blow bubbles or whistle. I'm basically retarded.,['retard']
0,I can't fuck a scary hoe.,['fuck']
0,I can't fuck any ol bitch niggas be desert dicks out here&#128557;,"['fuck', 'bitch', 'nigga', 'niggas', 'dick']"
0,I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,"['fuck', 'fucked', 'bitch', 'bitches', 'nigga', 'die']"
0,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,"['nigger', 'nigga']"
0,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.","['bitch', 'bitches', 'nigga', 'niggas']"
0,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,['trash']
0,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,"['fuck', 'fucking', 'nigger', 'niggers', 'hate']"
0,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,"['fag', 'hate']"
0,I hate dumb bitches,"['bitch', 'bitches', 'hate', 'dumb']"
0,I hate fat bitches,"['bitch', 'bitches', 'hate']"
0,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..","['bitch', 'hate']"
0,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,"['hate', 'trash']"
0,I hate the white trash cops who raped and murdered my infant daughters and son.,"['hate', 'trash']"
0,I hate when black people try and be white so bad ... Your a nigger,"['nigger', 'hate']"
0,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you","['fuck', 'bitch', 'hate']"
0,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,"['hate', 'trash']"
0,I hate you niccas! Lol http://t.co/NqSYeQhGOZ,['hate']
0,I hope you get eye cancer bitch.,['bitch']
0,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,"['bitch', 'stupid']"
0,I know righttt RT @dta_87: I hate fat loud bitches,"['bitch', 'bitches', 'hate']"
0,I like Chinese buffets but I hate all the chinks,['hate']
0,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,"['shit', 'bitch', 'nigga', 'niggas']"
0,I like taking niggas hoes but I stop doing that &#9995;,"['nigga', 'niggas']"
0,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,['fag']
0,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,"['fuck', 'shit', 'nigga']"
0,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,"['die', 'trash']"
0,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,['kill']
0,I still think snap chat for faggots and High Schoolers,"['fag', 'faggot']"
0,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",['fag']
0,"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?",['nigger']
0,I think this nigga retarded G,"['nigga', 'retard']"
0,"I wasn't calling you a faggot, but you are one lol.","['fag', 'faggot']"
0,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.","['fuck', 'fucking', 'fag', 'faggot']"
0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags","['nigger', 'retard', 'fag', 'stupid']"
0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,['stupid']
0,"I'm going to sell my iPhone and both my Macs, I don't support faggots.","['fag', 'faggot']"
0,I'm just upset they got faggots on this show,"['fag', 'faggot']"
0,"I'm not weird, you're just a faggot","['fag', 'faggot']"
0,I'm seeing more &amp; more niggers migrating further up liberty rd... smh,"['nigger', 'niggers']"
0,I'm so sick of u niggers...,"['nigger', 'niggers']"
0,"If a spic ever talks to a white person and the white person kills them, it's self defense.",['kill']
0,If someone is part of 'James X' then he's a white trash cultist.,['trash']
0,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,"['bitch', 'die']"
0,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",['kill']
0,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.","['nigger', 'nigga', 'retard', 'fag']"
0,"If you would have followed George Washington in 1776, it means that you're white trash.",['trash']
0,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,"['nigga', 'niggas', 'dick']"
0,Ion care fuck that hoe &#9996;&#65039;,['fuck']
0,Iont see how some of you niggas fags!!,"['nigga', 'niggas', 'fag']"
0,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,['asshole']
0,It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,"['fag', 'faggot']"
0,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,"['shit', 'nigga', 'niggas', 'pussy']"
0,"It was nice of you to unfollow me, fag",['fag']
0,It's a lot of Uncle Tom ass niggas out here.,"['nigga', 'niggas']"
0,It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord,"['fuck', 'bitch', 'nigga']"
0,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,"['bitch', 'bitches']"
0,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,"['kill', 'trash']"
0,Jai may make an appearance at the party... love that fag,['fag']
0,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa","['bitch', 'cunt']"
0,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",['trash']
0,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,['nigger']
0,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,"['bitch', 'nigger']"
0,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23","['nigger', 'niggers', 'stupid']"
0,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A",['bitch']
0,Kanye west is a faggot,"['fag', 'faggot']"
0,Karmas a bitch and so are you. You'll be getting along just fine real soon.,['bitch']
0,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.","['nigger', 'die']"
0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,"['fag', 'die']"
0,Lakers are trash right now.,['trash']
0,Late night phone convos with my hoomie that nigga a gook,['nigga']
0,Lemme find out that bitch nigga talking shit,"['shit', 'bitch', 'nigga']"
0,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you,"['nigger', 'nigga', 'kill']"
0,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,['bitch']
0,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!,"['fuck', 'fucking', 'shit']"
0,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;,"['fuck', 'nigga', 'fag', 'faggot']"
0,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot,"['fag', 'faggot']"
0,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho,"['nigga', 'niggas']"
0,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches,"['fuck', 'bitch', 'bitches', 'nigga', 'niggas']"
0,Lol you're a cunt liar and I hope you drop dead k :-),['cunt']
0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.","['fuck', 'fucking', 'stupid']"
0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3",['nigga']
0,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile""","['fag', 'faggot']"
0,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War",['bitch']
0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid,"['fag', 'faggot', 'trash']"
0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,['pussy']
0,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.,['nigger']
0,Members of non-traditional religions are all sub-human trash.,['trash']
0,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals.",['fag']
0,Minus all the retarded poor bots.,['retard']
0,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6,['fuck']
0,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina,['fag']
0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,['cunt']
0,My managers a stupid cunt yes I said it,"['cunt', 'stupid']"
0,My neighbors be sick when i wake um up to all this nigger music ctfu,['nigger']
0,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,['fuck']
0,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,"['fag', 'faggot']"
0,Need a bitch to drop it down for a niggah,"['bitch', 'nigga']"
0,Nigga just had them crackers on a chase.,['nigga']
0,Niggah niggah niggah don't believe me just wacthh...,['nigga']
0,Niggas actin like hoes most of em bitches,"['bitch', 'bitches', 'nigga', 'niggas']"
0,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh","['fuck', 'fucking', 'nigga', 'niggas', 'fag', 'faggot']"
0,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,"['fuck', 'nigga', 'niggas']"
0,Niggas deserve better bitches,"['bitch', 'bitches', 'nigga', 'niggas']"
0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af,"['bitch', 'bitches', 'nigga', 'niggas']"
0,Niggas wear wigs more than bitches these days.,"['bitch', 'bitches', 'nigga', 'niggas']"
0,Niggas/bitches cheat cause mf's always think they gettin played,"['bitch', 'bitches', 'nigga', 'niggas']"
0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so.",['kill']
0,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,['trash']
0,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;","['retard', 'fag', 'faggot']"
0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,"['fuck', 'fucking', 'retard']"
0,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,"['fag', 'faggot', 'kill']"
0,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily",['trash']
0,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,['retard']
0,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass,"['bitch', 'dumb']"
0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,"['shit', 'stupid']"
0,On UPenn campus all the black chicks here are trash but they're gonna be paid,['trash']
0,Only Americans would hire white trash with ties to international terrorism as police officers.,['trash']
0,Only faggots use white ds's,"['fag', 'faggot']"
0,"Only fags say ""swag"" shits mad retarded.","['shit', 'retard', 'fag']"
0,Only retards retweet fuckry,"['fuck', 'retard']"
0,Only white trash watch football.,['trash']
0,Only white trash would call slants and hindis and moslems their equals.,['trash']
0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",['nigger']
0,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,"['bitch', 'hate']"
0,Oregon losing IN OREGON ahhhahahaha faggots,"['fag', 'faggot']"
0,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you.",['pussy']
0,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",['fag']
0,Pennsylvania is white trash and is so are all Pennsylvanians.,['trash']
0,People are fucking retarded lol,"['fuck', 'fucking', 'retard']"
0,People get more and more retarded everyday,['retard']
0,People on this site are fucking retarded sometimes,"['fuck', 'fucking', 'retard']"
0,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too.",['trash']
0,"People who go to church in Hollywood, CA are all white trash filth.",['trash']
0,People who grow their own vegetables are nothing but common peasant trash.,['trash']
0,People who live in #theNetherlands are unwashed trash.,['trash']
0,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,['trash']
0,Phillip Rivers look like he almost wants to call dude a nigger for that bad play,['nigger']
0,Punk ass broke faggots.,"['fag', 'faggot']"
0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",['trash']
0,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice","['fag', 'faggot', 'hate']"
0,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;","['bitch', 'nigga', 'niggas']"
0,RT @602StrangeAngel: Your Swags off fag sauce,['fag']
0,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,"['bitch', 'nigga']"
0,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !","['nigga', 'hate']"
0,RT @Annnna_dav69: I hate trailer trash &#128567;,"['hate', 'trash']"
0,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",['hate']
0,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,"['bitch', 'nigga']"
0,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;,"['nigga', 'niggas', 'pussy']"
0,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,"['asshole', 'fag', 'faggot']"
0,RT @Asshole_God: Hate fags? The answer's yes.,"['asshole', 'fag', 'hate']"
0,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.,"['nigga', 'pussy']"
0,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,['trash']
0,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;,"['nigga', 'fag', 'faggot']"
0,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;",['trash']
0,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson","['fuck', 'fucking', 'trash']"
0,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,['pussy']
0,RT @BroganWebber: Beyonc&#233; is trash.,['trash']
0,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,"['fag', 'faggot']"
0,RT @Buckm00se: kill this beaner,['kill']
0,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet,"['bitch', 'nigga', 'hate']"
0,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;","['bitch', 'bitches', 'nigga']"
0,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,['nigger']
0,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol,"['fag', 'faggot']"
0,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick,"['bitch', 'dick']"
0,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;","['fag', 'faggot']"
0,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,['bitch']
0,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,"['fag', 'faggot']"
0,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;","['nigga', 'trash']"
0,RT @Comp10Tx: Lowkey called that faggot a faggot.,"['fag', 'faggot']"
0,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.","['nigga', 'niggas', 'dick', 'pussy']"
0,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch""","['fuck', 'bitch', 'nigga']"
0,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,"['fuck', 'fucking', 'shit', 'fag', 'faggot']"
0,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK,['pussy']
0,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.","['fuck', 'nigger', 'niggers', 'asshole', 'hate']"
0,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.,"['fag', 'faggot']"
0,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;,['cunt']
0,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant,['idiot']
0,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,"['nigga', 'niggas', 'pussy']"
0,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,['trash']
0,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,"['fuck', 'nigger']"
0,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes,"['fuck', 'nigga', 'niggas']"
0,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim",['nigger']
